Fiscal.Year,Program,Department,Amount,prev.year.amount,percent.change
2004,Wastewater Operations,General Services Agency - Public Works,13476.63,NA,NA
2000,Wastewater Operations,General Services Agency - Public Works,1102.84,25083.84,-0.956033844897751
1999,Wastewater Operations,General Services Agency - Public Works,25083.84,NA,NA
2006,Wastewater Treatment,General Services Agency - Public Works,36369.05,NA,NA
2016,Water Capital Projects,General Services Agency - Public Works,8197930.02,11645077.35,-0.29601755543513
2015,Water Capital Projects,General Services Agency - Public Works,11645077.35,7984203.05,0.458514679182664
2014,Water Capital Projects,General Services Agency - Public Works,7984203.05,5120257.5,0.55933623455461
2013,Water Capital Projects,General Services Agency - Public Works,5120257.5,3490494.54,0.46691462809164
2012,Water Capital Projects,General Services Agency - Public Works,3490494.54,5224566.47,-0.331907334313233
2011,Water Capital Projects,General Services Agency - Public Works,5224566.47,5543367.97,-0.0575104344011282
2010,Water Capital Projects,General Services Agency - Public Works,5543367.97,5611165.71,-0.0120826479744082
2009,Water Capital Projects,General Services Agency - Public Works,5611165.71,6683998.31,-0.160507610900339
2008,Water Capital Projects,General Services Agency - Public Works,6683998.31,6233785.94,0.0722213393808001
2007,Water Capital Projects,General Services Agency - Public Works,6233785.94,3874980.56,0.608727022878277
2006,Water Capital Projects,General Services Agency - Public Works,3874980.56,2865050.2,0.352500057416097
2005,Water Capital Projects,General Services Agency - Public Works,2865050.2,981505.86,1.91903524651396
2004,Water Capital Projects,General Services Agency - Public Works,981505.86,7712.81,126.256584824467
2003,Water Capital Projects,General Services Agency - Public Works,7712.81,19071.19,-0.595577937192173
2002,Water Capital Projects,General Services Agency - Public Works,19071.19,12968.87,0.470535983474273
2001,Water Capital Projects,General Services Agency - Public Works,12968.87,15541.94,-0.165556552142139
2000,Water Capital Projects,General Services Agency - Public Works,15541.94,92877.41,-0.832661785034703
1999,Water Capital Projects,General Services Agency - Public Works,92877.41,NA,NA
2002,Water Quality,General Services Agency - Public Works,29495.95,14294.75,1.06341139229437
2001,Water Quality,General Services Agency - Public Works,14294.75,NA,NA
2006,Water Source Of Supply,General Services Agency - Public Works,0,NA,NA
2015,Water Transmission/ Distribution,General Services Agency - Public Works,117567.9,309125.99,-0.619676430312443
2014,Water Transmission/ Distribution,General Services Agency - Public Works,309125.99,38749.98,6.97744902061885
2013,Water Transmission/ Distribution,General Services Agency - Public Works,38749.98,131675.64,-0.705716410415776
2012,Water Transmission/ Distribution,General Services Agency - Public Works,131675.64,366208.31,-0.640435139224449
2011,Water Transmission/ Distribution,General Services Agency - Public Works,366208.31,334652.42,0.0942945220596343
2010,Water Transmission/ Distribution,General Services Agency - Public Works,334652.42,NA,NA
2010,Work Order Services,General Services Agency - Public Works,267,NA,NA
2008,Work Order Services,General Services Agency - Public Works,0.0000000000000188182802673964,56139.7,-1
2007,Work Order Services,General Services Agency - Public Works,56139.7,162904.88,-0.655383558798239
2006,Work Order Services,General Services Agency - Public Works,162904.88,47032.91,2.4636359944558
2005,Work Order Services,General Services Agency - Public Works,47032.91,406400.69,-0.884269610861143
2004,Work Order Services,General Services Agency - Public Works,406400.69,58245.32,5.97739646721831
2003,Work Order Services,General Services Agency - Public Works,58245.32,-37437.93,-2.55578366645806
2002,Work Order Services,General Services Agency - Public Works,-37437.93,NA,NA
2001,911 Project,General Services Agency - Technology,3758.32,NA,NA
1999,911 Project,General Services Agency - Technology,778.24,NA,NA
2013,Admin/Finance,General Services Agency - Technology,362140.54,NA,NA
2016,Administration,General Services Agency - Technology,-22963283.7,-43871239.22,-0.476575448784417
2015,Administration,General Services Agency - Technology,-43871239.22,-43257016.1,0.0141993871833431
2014,Administration,General Services Agency - Technology,-43257016.1,-36715698.59,0.178161325024648
2013,Administration,General Services Agency - Technology,-36715698.59,-34395628.76,0.0674524616540255
2012,Administration,General Services Agency - Technology,-34395628.76,-47130120.95,-0.270198589210283
2011,Administration,General Services Agency - Technology,-47130120.95,-56236390.85,-0.161928419700497
2010,Administration,General Services Agency - Technology,-56236390.85,-40822205.23,0.37759316365085
2009,Administration,General Services Agency - Technology,-40822205.23,-35309804.7,0.156115293665161
2008,Administration,General Services Agency - Technology,-35309804.7,-56230772.62,-0.37205549462002
2007,Administration,General Services Agency - Technology,-56230772.62,-46902703.88,0.198881257760017
2006,Administration,General Services Agency - Technology,-46902703.88,-45539149.22,0.0299424711123312
2005,Administration,General Services Agency - Technology,-45539149.22,-49716152.42,-0.0840170245821288
2004,Administration,General Services Agency - Technology,-49716152.42,-49972505.38,-0.00512988008206991
2003,Administration,General Services Agency - Technology,-49972505.38,-54926472.75,-0.0901927089428844
2002,Administration,General Services Agency - Technology,-54926472.75,-50837193.12,0.0804387374485326
2001,Administration,General Services Agency - Technology,-50837193.12,NA,NA
2015,Capital Programs & Construction,General Services Agency - Technology,60170.54,172148.02,-0.65047207629806
2014,Capital Programs & Construction,General Services Agency - Technology,172148.02,NA,NA
2007,Capital Projects,General Services Agency - Technology,-790.06,24033.06,-1.03287388289298
2006,Capital Projects,General Services Agency - Technology,24033.06,NA,NA
2008,City Administrator - Administration,General Services Agency - Technology,-8193936,NA,NA
2004,City Administrator - Administration,General Services Agency - Technology,206.4,NA,NA
2000,City Administrator - Administration,General Services Agency - Technology,-33743396.59,-24084682.68,0.401031395693688
1999,City Administrator - Administration,General Services Agency - Technology,-24084682.68,NA,NA
2016,City Capital Projects,General Services Agency - Technology,21645,31459.67,-0.31197625404208
2015,City Capital Projects,General Services Agency - Technology,31459.67,33791.25,-0.0689995191062776
2014,City Capital Projects,General Services Agency - Technology,33791.25,16468.62,1.05185680403094
2013,City Capital Projects,General Services Agency - Technology,16468.62,28117.34,-0.414289545170347
2012,City Capital Projects,General Services Agency - Technology,28117.34,617.5,44.5341538461538
2011,City Capital Projects,General Services Agency - Technology,617.5,NA,NA
2007,City Capital Projects,General Services Agency - Technology,4578.72,-254547.23,-1.0179877031072
2006,City Capital Projects,General Services Agency - Technology,-254547.23,90026.79,-3.82746091468995
2005,City Capital Projects,General Services Agency - Technology,90026.79,NA,NA
2003,City Capital Projects,General Services Agency - Technology,3097.11,NA,NA
2005,City Distribution,General Services Agency - Technology,113537.39,NA,NA
2008,Citywide Radio System,General Services Agency - Technology,328417.15,123164.09,1.66650084452376
2007,Citywide Radio System,General Services Agency - Technology,123164.09,1871.41,64.813525630407
2006,Citywide Radio System,General Services Agency - Technology,1871.41,NA,NA
2001,Citywide Radio System,General Services Agency - Technology,27783037.42,NA,NA
1999,Citywide Radio System,General Services Agency - Technology,-27783037.42,NA,NA
2007,Criminal Justice,General Services Agency - Technology,118050,30000,2.935
2006,Criminal Justice,General Services Agency - Technology,30000,78432,-0.61750305997552
2005,Criminal Justice,General Services Agency - Technology,78432,1027818,-0.923690770155806
2004,Criminal Justice,General Services Agency - Technology,1027818,1739100,-0.40899430740038
2003,Criminal Justice,General Services Agency - Technology,1739100,NA,NA
2007,Customer Relations Management,General Services Agency - Technology,133485.25,NA,NA
2003,DPW Interdepartment Work Order Program,General Services Agency - Technology,1218.92,NA,NA
2010,Departmental Fund Transfer,General Services Agency - Technology,200000,NA,NA
2007,Development & Planning,General Services Agency - Technology,1490.7,NA,NA
2005,Development & Planning,General Services Agency - Technology,54843.32,NA,NA
2007,Emergency Services,General Services Agency - Technology,-40960.87,1697.5,-25.1301148748159
2006,Emergency Services,General Services Agency - Technology,1697.5,51981.65,-0.967344245517408
2005,Emergency Services,General Services Agency - Technology,51981.65,NA,NA
2004,Engineering,General Services Agency - Technology,8447.09,NA,NA
2004,General Management,General Services Agency - Technology,0,-0.229999999981374,-1
2003,General Management,General Services Agency - Technology,-0.229999999981374,NA,NA
2016,Governance And Outreach,General Services Agency - Technology,6266048.55,8097197.4,-0.226146005777258
2015,Governance And Outreach,General Services Agency - Technology,8097197.4,12050932.43,-0.328085403595612
2014,Governance And Outreach,General Services Agency - Technology,12050932.43,14889780.93,-0.19065750620147
2013,Governance And Outreach,General Services Agency - Technology,14889780.93,12856697.2,0.158134215838886
2012,Governance And Outreach,General Services Agency - Technology,12856697.2,8202068.15,0.567494559283807
2011,Governance And Outreach,General Services Agency - Technology,8202068.15,7457937.4,0.0997770174364832
2010,Governance And Outreach,General Services Agency - Technology,7457937.4,5801762.21,0.285460715219489
2009,Governance And Outreach,General Services Agency - Technology,5801762.21,12340104.52,-0.529844970065132
2008,Governance And Outreach,General Services Agency - Technology,12340104.52,4189270.35,1.94564530073835
2007,Governance And Outreach,General Services Agency - Technology,4189270.35,2786945.16,0.503176456475376
2006,Governance And Outreach,General Services Agency - Technology,2786945.16,2514402.26,0.108392719946092
2005,Governance And Outreach,General Services Agency - Technology,2514402.26,3137059.14,-0.198484265744509
2004,Governance And Outreach,General Services Agency - Technology,3137059.14,2640992.99,0.187833194513704
2003,Governance And Outreach,General Services Agency - Technology,2640992.99,3900485.93,-0.32290667434865
2002,Governance And Outreach,General Services Agency - Technology,3900485.93,1910317.23,1.04180010981736
2001,Governance And Outreach,General Services Agency - Technology,1910317.23,4992066.84,-0.617329396575147
2000,Governance And Outreach,General Services Agency - Technology,4992066.84,1814102.89,1.75181020190095
1999,Governance And Outreach,General Services Agency - Technology,1814102.89,NA,NA
2010,Hetch Hetchy Capital Projects,General Services Agency - Technology,38303.05,122189.82,-0.686528304894794
2009,Hetch Hetchy Capital Projects,General Services Agency - Technology,122189.82,166732.52,-0.267150643437765
2008,Hetch Hetchy Capital Projects,General Services Agency - Technology,166732.52,NA,NA
2004,Hetch Hetchy Capital Projects,General Services Agency - Technology,7402.74,NA,NA
2007,Infrastructure Operations & Maintenance,General Services Agency - Technology,475.02,NA,NA
2012,Maintenance,General Services Agency - Technology,-25572.26,NA,NA
2008,Maintenance,General Services Agency - Technology,8674.34,NA,NA
2006,Maintenance,General Services Agency - Technology,16897.92,NA,NA
2008,Management Information,General Services Agency - Technology,33626,32000,0.0508125
2007,Management Information,General Services Agency - Technology,32000,135.98,234.328724812472
