Fiscal.Year,Program,Department,Amount,prev.year.amount,percent.change
2012,Hetch Hetchy Capital Projects,PUC Hetch Hetchy,83977500,87447000,-0.0396754605646849
2011,Hetch Hetchy Capital Projects,PUC Hetch Hetchy,87447000,69107240,0.265381167009419
2010,Hetch Hetchy Capital Projects,PUC Hetch Hetchy,69107240,NA,NA
2012,Hetch Hetchy Project Operations,PUC Hetch Hetchy,14072500,NA,NA
2017,Hetchy Water Operations,PUC Hetch Hetchy,67250466,66346777,0.0136206917782909
2016,Hetchy Water Operations,PUC Hetch Hetchy,66346777,67326915,-0.0145578926347658
2015,Hetchy Water Operations,PUC Hetch Hetchy,67326915,55891493,0.204600403141852
2014,Hetchy Water Operations,PUC Hetch Hetchy,55891493,60019094,-0.0687714646275734
2013,Hetchy Water Operations,PUC Hetch Hetchy,60019094,50457873,0.189489180409963
2012,Hetchy Water Operations,PUC Hetch Hetchy,50457873,46627367,0.0821514541020513
2011,Hetchy Water Operations,PUC Hetch Hetchy,46627367,44070267,0.0580232472837072
2010,Hetchy Water Operations,PUC Hetch Hetchy,44070267,NA,NA
2017,Power Infrastructure Development,PUC Hetch Hetchy,-26640603,-23499678,0.13365821438064
2016,Power Infrastructure Development,PUC Hetch Hetchy,-23499678,-38873643,-0.395485573605746
2015,Power Infrastructure Development,PUC Hetch Hetchy,-38873643,-63497088,-0.387788570713668
2014,Power Infrastructure Development,PUC Hetch Hetchy,-63497088,-58738085,0.0810207380781992
2013,Power Infrastructure Development,PUC Hetch Hetchy,-58738085,7956951,-8.38198400367176
2012,Power Infrastructure Development,PUC Hetch Hetchy,7956951,8072717,-0.0143404011313663
2011,Power Infrastructure Development,PUC Hetch Hetchy,8072717,6299178,0.281550862668113
2010,Power Infrastructure Development,PUC Hetch Hetchy,6299178,NA,NA
2017,Power Purchasing/ Scheduling,PUC Hetch Hetchy,10616748,10513036,0.00986508559468454
2016,Power Purchasing/ Scheduling,PUC Hetch Hetchy,10513036,10314730,0.019225515355225
2015,Power Purchasing/ Scheduling,PUC Hetch Hetchy,10314730,45889480,-0.775226696837707
2014,Power Purchasing/ Scheduling,PUC Hetch Hetchy,45889480,45751628,0.00301305125142214
2013,Power Purchasing/ Scheduling,PUC Hetch Hetchy,45751628,44505295,0.0280041509667558
2012,Power Purchasing/ Scheduling,PUC Hetch Hetchy,44505295,42542924,0.0461268482627099
2011,Power Purchasing/ Scheduling,PUC Hetch Hetchy,42542924,43483260,-0.0216252415297289
2010,Power Purchasing/ Scheduling,PUC Hetch Hetchy,43483260,NA,NA
2011,Power Utility Field Services,PUC Hetch Hetchy,493319,493319,0
2010,Power Utility Field Services,PUC Hetch Hetchy,493319,NA,NA
2015,Power Utility Services,PUC Hetch Hetchy,357000,357000,0
2014,Power Utility Services,PUC Hetch Hetchy,357000,342000,0.043859649122807
2013,Power Utility Services,PUC Hetch Hetchy,342000,-135369608,-1.0025264164169
2012,Power Utility Services,PUC Hetch Hetchy,-135369608,-130190346,0.0397822277851539
2011,Power Utility Services,PUC Hetch Hetchy,-130190346,-119821572,0.086535119068543
2010,Power Utility Services,PUC Hetch Hetchy,-119821572,NA,NA
2017,Water Supply & Power Operations,PUC Hetch Hetchy,2869662,2869662,0
2016,Water Supply & Power Operations,PUC Hetch Hetchy,2869662,6757796,-0.575355337746212
2015,Water Supply & Power Operations,PUC Hetch Hetchy,6757796,-7993712,-1.84538897573493
2014,Water Supply & Power Operations,PUC Hetch Hetchy,-7993712,-7781000,0.0273373602364735
2013,Water Supply & Power Operations,PUC Hetch Hetchy,-7781000,45935908,-1.16938818320517
2012,Water Supply & Power Operations,PUC Hetch Hetchy,45935908,52482523,-0.124738953575079
2011,Water Supply & Power Operations,PUC Hetch Hetchy,52482523,43685797,0.201363523252191
2010,Water Supply & Power Operations,PUC Hetch Hetchy,43685797,NA,NA
2017,Customer Services,PUC Public Utilities Commission,14398817,14123568,0.0194886306349784
2016,Customer Services,PUC Public Utilities Commission,14123568,13999754,0.00884401254479186
2015,Customer Services,PUC Public Utilities Commission,13999754,13795151,0.0148315157985585
2014,Customer Services,PUC Public Utilities Commission,13795151,12561644,0.0981963029679873
2013,Customer Services,PUC Public Utilities Commission,12561644,11984647,0.0481446804398995
2012,Customer Services,PUC Public Utilities Commission,11984647,11626697,0.0307869036236173
2011,Customer Services,PUC Public Utilities Commission,11626697,11999338,-0.0310551298746648
2010,Customer Services,PUC Public Utilities Commission,11999338,NA,NA
2017,Engineering,PUC Public Utilities Commission,0,0,NaN
2016,Engineering,PUC Public Utilities Commission,0,0,NaN
2015,Engineering,PUC Public Utilities Commission,0,0,NaN
2014,Engineering,PUC Public Utilities Commission,0,27784,-1
2013,Engineering,PUC Public Utilities Commission,27784,0,Inf
2012,Engineering,PUC Public Utilities Commission,0,0,NaN
2011,Engineering,PUC Public Utilities Commission,0,0,NaN
2010,Engineering,PUC Public Utilities Commission,0,NA,NA
2017,Finance,PUC Public Utilities Commission,14117619,12752357,0.107059581220946
2016,Finance,PUC Public Utilities Commission,12752357,12140389,0.050407610497489
2015,Finance,PUC Public Utilities Commission,12140389,11120890,0.0916742275123664
2014,Finance,PUC Public Utilities Commission,11120890,10670196,0.04223858680759
2013,Finance,PUC Public Utilities Commission,10670196,10148226,0.0514346054177351
2012,Finance,PUC Public Utilities Commission,10148226,9830757,0.0322934439331579
2011,Finance,PUC Public Utilities Commission,9830757,8566556,0.147574007570837
2010,Finance,PUC Public Utilities Commission,8566556,NA,NA
2017,General Management,PUC Public Utilities Commission,-70783646,-68575760,0.0321963037668121
2016,General Management,PUC Public Utilities Commission,-68575760,-69429504,-0.0122965591112389
2015,General Management,PUC Public Utilities Commission,-69429504,-62540562,0.11015158450287
2014,General Management,PUC Public Utilities Commission,-62540562,-59148630,0.0573459097869215
2013,General Management,PUC Public Utilities Commission,-59148630,-55946417,0.0572371417458244
2012,General Management,PUC Public Utilities Commission,-55946417,-52310120,0.069514216369605
2011,General Management,PUC Public Utilities Commission,-52310120,-48430983,0.0800961855347846
2010,General Management,PUC Public Utilities Commission,-48430983,NA,NA
2017,Human Resources,PUC Public Utilities Commission,11408292,11243140,0.0146891348858059
2016,Human Resources,PUC Public Utilities Commission,11243140,11553666,-0.0268768371874347
2015,Human Resources,PUC Public Utilities Commission,11553666,10450022,0.105611643688406
2014,Human Resources,PUC Public Utilities Commission,10450022,10126539,0.0319440827710237
2013,Human Resources,PUC Public Utilities Commission,10126539,9581837,0.0568473456603363
2012,Human Resources,PUC Public Utilities Commission,9581837,8261495,0.159818773720737
2011,Human Resources,PUC Public Utilities Commission,8261495,7630447,0.082701314877097
2010,Human Resources,PUC Public Utilities Commission,7630447,NA,NA
2017,Management Information,PUC Public Utilities Commission,24507123,24198981,0.0127336766783692
2016,Management Information,PUC Public Utilities Commission,24198981,25444234,-0.0489404790099006
2015,Management Information,PUC Public Utilities Commission,25444234,21637054,0.175956486497654
2014,Management Information,PUC Public Utilities Commission,21637054,20603495,0.0501642561128585
2013,Management Information,PUC Public Utilities Commission,20603495,19542846,0.0542730060913339
2012,Management Information,PUC Public Utilities Commission,19542846,19067986,0.0249035215360448
2011,Management Information,PUC Public Utilities Commission,19067986,17881439,0.0663563486137777
2010,Management Information,PUC Public Utilities Commission,17881439,NA,NA
2017,Strategic Planning/Compliance,PUC Public Utilities Commission,6351795,6257714,0.0150344039372844
2016,Strategic Planning/Compliance,PUC Public Utilities Commission,6257714,6291461,-0.00536393692975288
2015,Strategic Planning/Compliance,PUC Public Utilities Commission,6291461,5537445,0.136166770053698
2014,Strategic Planning/Compliance,PUC Public Utilities Commission,5537445,5158972,0.073362096169547
2013,Strategic Planning/Compliance,PUC Public Utilities Commission,5158972,4688861,0.100261236150954
2012,Strategic Planning/Compliance,PUC Public Utilities Commission,4688861,3523185,0.330858583923353
2011,Strategic Planning/Compliance,PUC Public Utilities Commission,3523185,3785807,-0.0693701501423607
2010,Strategic Planning/Compliance,PUC Public Utilities Commission,3785807,NA,NA
2017,Administration,PUC Wastewater Enterprise,271293405,253446305,0.0704176768329686
2016,Administration,PUC Wastewater Enterprise,253446305,257590967,-0.016090090612533
2015,Administration,PUC Wastewater Enterprise,257590967,238006540,0.0822852472877426
2014,Administration,PUC Wastewater Enterprise,238006540,230561602,0.032290450514826
2013,Administration,PUC Wastewater Enterprise,230561602,226712820,0.0169764638806045
2012,Administration,PUC Wastewater Enterprise,226712820,232290461,-0.0240114939545451
2011,Administration,PUC Wastewater Enterprise,232290461,304201615,-0.236393071088725
2010,Administration,PUC Wastewater Enterprise,304201615,NA,NA
2017,Debt Service,PUC Wastewater Enterprise,67481295,67481295,0
2016,Debt Service,PUC Wastewater Enterprise,67481295,56328163,0.198002764620604
2015,Debt Service,PUC Wastewater Enterprise,56328163,64712010,-0.129556275566158
2014,Debt Service,PUC Wastewater Enterprise,64712010,60801466,0.0643166071028616
2013,Debt Service,PUC Wastewater Enterprise,60801466,58101054,0.0464778487495253
2012,Debt Service,PUC Wastewater Enterprise,58101054,64430081,-0.0982309334672418
2011,Debt Service,PUC Wastewater Enterprise,64430081,NA,NA
2017,Operating Reserve,PUC Wastewater Enterprise,20156803,6126439,2.29013363227807
2016,Operating Reserve,PUC Wastewater Enterprise,6126439,21931665,-0.720657825112685
2015,Operating Reserve,PUC Wastewater Enterprise,21931665,4535327,3.83574062024635
2014,Operating Reserve,PUC Wastewater Enterprise,4535327,1754144,1.58549298119197
2013,Operating Reserve,PUC Wastewater Enterprise,1754144,9165080,-0.808605707751596
2012,Operating Reserve,PUC Wastewater Enterprise,9165080,20883914,-0.56114165189533
2011,Operating Reserve,PUC Wastewater Enterprise,20883914,NA,NA
2017,Strategic Planning/Compliance,PUC Wastewater Enterprise,8084674,7976211,0.0135983112783752
2016,Strategic Planning/Compliance,PUC Wastewater Enterprise,7976211,7907134,0.00873603507920822
2015,Strategic Planning/Compliance,PUC Wastewater Enterprise,7907134,7245043,0.0913853789411602
2014,Strategic Planning/Compliance,PUC Wastewater Enterprise,7245043,7384825,-0.0189282752130213
2013,Strategic Planning/Compliance,PUC Wastewater Enterprise,7384825,5907683,0.25003745123088
2012,Strategic Planning/Compliance,PUC Wastewater Enterprise,5907683,6005213,-0.0162408893739489
2011,Strategic Planning/Compliance,PUC Wastewater Enterprise,6005213,2522408,1.38074609658707
2010,Strategic Planning/Compliance,PUC Wastewater Enterprise,2522408,NA,NA
2017,Wastewater Capital Projects,PUC Wastewater Enterprise,41000000,41000000,0
2016,Wastewater Capital Projects,PUC Wastewater Enterprise,41000000,39000000,0.0512820512820513
2015,Wastewater Capital Projects,PUC Wastewater Enterprise,39000000,37000000,0.0540540540540541
2014,Wastewater Capital Projects,PUC Wastewater Enterprise,37000000,33000000,0.121212121212121
2013,Wastewater Capital Projects,PUC Wastewater Enterprise,33000000,30652450,0.0765860477710591
2012,Wastewater Capital Projects,PUC Wastewater Enterprise,30652450,14067180,1.17900460504522
2011,Wastewater Capital Projects,PUC Wastewater Enterprise,14067180,NA,NA
2017,Wastewater Collection,PUC Wastewater Enterprise,32481823,32200445,0.00873832644238302
2016,Wastewater Collection,PUC Wastewater Enterprise,32200445,32169116,0.000973884392720024
2015,Wastewater Collection,PUC Wastewater Enterprise,32169116,31366160,0.0255994358251058
2014,Wastewater Collection,PUC Wastewater Enterprise,31366160,31144431,0.007119378742222
2013,Wastewater Collection,PUC Wastewater Enterprise,31144431,30100426,0.0346840606176139
2012,Wastewater Collection,PUC Wastewater Enterprise,30100426,30377645,-0.0091257567859523
2011,Wastewater Collection,PUC Wastewater Enterprise,30377645,29513841,0.0292677594895222
2010,Wastewater Collection,PUC Wastewater Enterprise,29513841,NA,NA
2017,Wastewater Operations,PUC Wastewater Enterprise,45308786,45455117,-0.00321924152125711
2016,Wastewater Operations,PUC Wastewater Enterprise,45455117,43262578,0.0506798046108117
2015,Wastewater Operations,PUC Wastewater Enterprise,43262578,40565309,0.0664920116841708
2014,Wastewater Operations,PUC Wastewater Enterprise,40565309,36843922,0.101004095058067
2013,Wastewater Operations,PUC Wastewater Enterprise,36843922,40315786,-0.0861167384904762
2012,Wastewater Operations,PUC Wastewater Enterprise,40315786,31785174,0.268383366408502
2011,Wastewater Operations,PUC Wastewater Enterprise,31785174,43776376,-0.273919476568823
2010,Wastewater Operations,PUC Wastewater Enterprise,43776376,NA,NA
2017,Wastewater Treatment,PUC Wastewater Enterprise,77319490,75967154,0.0178015883022286
2016,Wastewater Treatment,PUC Wastewater Enterprise,75967154,74122881,0.0248812913788389
2015,Wastewater Treatment,PUC Wastewater Enterprise,74122881,70939185,0.0448792300052503
2014,Wastewater Treatment,PUC Wastewater Enterprise,70939185,69587634,0.0194222870115113
2013,Wastewater Treatment,PUC Wastewater Enterprise,69587634,69690755,-0.00147969411437715
2012,Wastewater Treatment,PUC Wastewater Enterprise,69690755,63750494,0.0931798426534546
2011,Wastewater Treatment,PUC Wastewater Enterprise,63750494,64484590,-0.0113840531513033
2010,Wastewater Treatment,PUC Wastewater Enterprise,64484590,NA,NA
2017,Administration,PUC Water Department,523586665,522745324,0.00160946633355251
2016,Administration,PUC Water Department,522745324,503672347,0.0378678264026276
2015,Administration,PUC Water Department,503672347,460872947,0.0928659412070025
2014,Administration,PUC Water Department,460872947,420439797,0.0961687030783149
2013,Administration,PUC Water Department,420439797,383525076,0.0962511275273171
2012,Administration,PUC Water Department,383525076,319910430,0.198851428507661
2011,Administration,PUC Water Department,319910430,344305638,-0.0708533503596011
2010,Administration,PUC Water Department,344305638,NA,NA
2017,Debt Service,PUC Water Department,259768998,259768998,0
2016,Debt Service,PUC Water Department,259768998,235594623,0.102610045561184
